WRB_PHASES,WRB4,WRB2,FAO90,ROOT_DEPTH,PHASE1,PHASE2,ROOTS,IL,SWR,DRAINAGE,AWC,ADD_PROP,LAYER,TOPDEP,BOTDEP,COARSE,SAND,SILT,CLAY,TEXTURE_USDA,TEXTURE_SOTER,BULK,REF_BULK,ORG_CARBON,PH_WATER,TOTAL_N,CN_RATIO,CEC_SOIL,CEC_CLAY,CEC_EFF,TEB,BSAT,ALUM_SAT,ESP,TCARBON_EQ,GYPSUM,ELEC_COND
LPum,LPum,LP,LPu,3.0,,,3.0,0.0,,I,37.0,0.0,D1,0,20,12,48,29,23,9.0,M,0.93000001,1.76,5.198,4.9000001,4.9000001,14,18,44,5,3,29,14,1,0.0,0.30000001,1
CMca,CMca,CM,CMc,,19.0,0.0,,,0.0,MW,,0.0,D2,20,40,6,29,40,31,5.0,M,1.52,1.85,0.79799998,8.1000004,0.88,9,16,48,43,43,99,0,3,13.6,1.4,0
CLlv,CLlv,CL,CLl,,,,,,,MW,,3.0,D2,20,40,10,51,25,24,10.0,M,1.55,1.78,0.47199997,8.1000004,0.62,8,16,61,39,39,100,0,4,9.5,0.5,1
CMfl,CMfl,CM,CMo,,,,,,,MW,,0.0,D4,60,80,15,64,12,24,10.0,M,1.5599999,1.79,0.21600001,5.4000001,0.31999999,9,4,16,3,4,60,31,2,0.0,1.8,1
LXgl,LXgl,LX,LXg,,,,,,,P,,0.0,D7,150,200,10,44,26,30,5.0,M,1.6,1.85,0.105,6.1999998,0.37,6,7,25,19,19,91,0,1,0.0,0.0,1
FLeu,FLeu,FL,FLe,,,,2.0,1.0,4.0,MW,,0.0,D5,80,100,13,42,40,18,9.0,M,1.46,1.6799999,0.62699997,7.4000001,0.98000002,8,13,78,22,21,93,0,2,2.5999999,0.89999998,2
GLcc,GLcc,GL,GLk,1.0,,,,,,VP,164.0,0.0,D1,0,20,8,39,30,31,5.0,M,1.34,1.86,1.2029999,7.5999999,1.48,10,19,40,31,31,98,0,3,20.5,0.2,1
GLdy,GLdy,GL,GLd,,,,5.0,1.0,,VP,,0.0,D6,100,150,7,39,27,34,5.0,M,1.24,1.89,0.43099999,5.3000002,0.61000001,8,12,27,6,6,47,25,1,0.0,0.0,0
CLpt,CLpt,CL,CLp,,,,,,,MW,,3.0,D2,20,40,29,60,21,19,11.0,M,1.4299999,1.71,0.54400003,8.1999998,0.64999998,10,12,61,36,36,100,0,8,34.0,0.5,2
FLeu,FLeu,FL,FLe,,,,1.0,1.0,2.0,MW,,0.0,D2,20,40,10,38,44,18,9.0,M,1.4400001,1.67,0.93900001,7.1999998,1.09,9,15,74,20,20,98,0,2,2.5,0.80000001,1
CMgl,CMgl,CM,CMg,,,,1.0,1.0,4.0,P,,2.0,D5,80,100,19,37,42,21,9.0,M,1.6799999,1.72,0.25,6.6999998,0.58999997,7,9,42,10,9,78,0,2,0.0,2.5,0
NTkk,NT,NT,NTh,,18.0,0.0,,,0.0,MW,,0.0,D6,100,150,4,31,19,50,3.0,F,1.39,2.01,0.26500002,5.1999998,0.44,9,10,19,6,3,44,33,3,0.0,0.0,0
CMgl,CMgl,CM,CMg,,,,3.0,3.0,1.0,P,,0.0,D5,80,100,19,37,42,21,9.0,M,1.6799999,1.72,0.25,6.6999998,0.58999997,7,9,42,10,9,78,0,2,0.0,2.5,0
HScr,CRhi,CR,HSi,,,,5.0,1.0,4.0,VP,,2.0,D4,60,80,32,40,46,14,9.0,M,0.23,1.59,35.083,4.8000002,12.71,21,50,33,10,26,37,5,2,0.0,0.0,2
ARqg,ARqg,AR,ARl,,,,,,,MW,,0.0,D2,20,40,3,86,7,7,12.0,C,1.51,1.39,0.31999999,5.6999998,0.30000001,10,3,35,3,2,72,6,2,0.0,0.1,0
RGca,RGca,RG,RGc,,,,,,,MW,,,D6,100,150,10,51,31,18,9.0,M,1.49,1.6799999,0.22999999,8.3000002,0.31999999,8,11,86,48,47,99,0,13,8.8999996,1.7,3
CRra ,CRra ,CR,GLi,3.0,,,4.0,4.0,4.0,P,45.0,0.0,D1,0,20,3,30,56,14,7.0,M,0.83999997,1.58,11.342,5.4000001,8.1499996,19,47,49,23,19,91,11,2,0.0,0.0,1
PHca,PHcc,PH,PHc,,,,1.0,1.0,1.0,MW,,0.0,D2,20,40,7,41,32,27,9.0,M,1.3200001,1.8099999,1.4100001,7.8000002,1.38,10,16,54,28,28,99,0,2,12.6,0.2,0
CHcc,CHcc,CH,CHk,1.0,,,,,,MW,161.0,,D1,0,20,4,29,43,28,5.0,M,1.33,1.8200001,2.3270001,7.4000001,2.1900001,10,26,63,34,34,98,0,1,6.9000001,0.80000001,1
GLti,GLti,GL,FLt,,,,1.0,1.0,4.0,I,,0.0,D4,60,80,3,26,31,43,3.0,F,0.95999998,1.96,2.1270001,4.0,1.26,15,20,27,52,33,76,23,37,0.0,1.2,2
RGca,RGca,RG,RGc,,,,3.0,3.0,3.0,MW,,0.0,D6,100,150,10,30,46,24,9.0,M,1.58,1.76,0.244,8.1999998,0.37,7,16,76,48,49,100,0,12,13.0,1.7,3
SCso,SCcso,SC,SCn,,19.0,11.0,,,0.0,MW,,0.0,D3,40,60,25,39,34,27,9.0,M,1.51,1.8099999,0.359,8.6000004,0.55000001,8,18,68,43,43,99,0,53,18.700001,2.0,17
GLeu,GLeu,GL,GLe,,,,,,,VP,,0.0,D4,60,80,16,33,28,39,5.0,F,1.36,1.9299999,0.37099999,6.0,0.49000001,9,19,47,16,14,77,0,4,0.0,0.0,0
RGdy,RGdy,RG,RGd,,,,1.0,1.0,,MW,,0.0,D7,150,200,25,40,49,11,9.0,M,1.74,1.51,0.13699999,5.6999998,0.62,11,6,44,11,9,57,6,5,0.0,4.5,0
AR,AR,AR,AR,,,,,,,SE,,0.0,D5,80,100,4,91,6,3,12.0,C,1.61,1.11,0.079999998,6.5999999,0.19,7,2,72,11,9,91,0,22,0.0,1.3,0
KScckk,KScc,KS,KSk,1.0,1.0,0.0,,,0.0,MW,154.0,0.0,D1,0,20,6,35,42,23,9.0,M,1.38,1.75,1.893,7.6999998,1.78,10,20,60,39,39,99,0,2,11.9,0.2,1
HSfi,HSfi,HS,HSf,,,,1.0,1.0,4.0,VP,,0.0,D4,60,80,19,31,35,34,5.0,M,0.13,1.88,45.146,4.5999999,11.38,29,79,68,58,36,50,5,1,0.0,0.0,1
CMeu,CMeu,CM,CMe,,,,1.0,3.0,2.0,MW,,3.0,D4,60,80,27,48,37,15,9.0,M,1.58,1.62,0.26099998,6.6999998,0.46000001,10,11,78,10,9,87,0,2,0.0,1.6,1
PHha,PHha,PH,PHh,,,,1.0,1.0,1.0,MW,,0.0,D5,80,100,7,36,39,25,9.0,M,1.49,1.78,0.46999997,7.0,0.63,8,18,71,23,23,97,0,1,8.5,0.1,0
KSha,KSha,KS,KSh,,,,,,,MW,,0.0,D4,60,80,8,40,31,29,5.0,M,1.62,1.84,0.42300001,7.5999999,0.70999998,7,30,107,42,42,99,0,3,6.5,2.0,0
CMeu,CMeu,CM,CMe,,,,,,0.0,MW,,0.0,D2,20,40,20,43,43,14,9.0,M,1.38,1.59,0.86499995,6.4000001,0.75999999,11,13,77,11,10,77,0,1,0.0,1.5,1
VRha,VRha,VR,VRe,,,,1.0,1.0,2.0,P,,0.0,D6,100,150,3,13,33,54,3.0,F,1.8099999,2.03,0.421,7.6999998,0.62,7,38,71,53,50,100,0,8,3.4000001,1.5,1
AR,AR,AR,ARh,1.0,,,4.0,1.0,,SE,84.0,0.0,D1,0,20,8,85,11,4,12.0,C,1.4400001,1.2,0.80200005,6.0999999,0.77999997,14,6,42,5,5,73,0,4,0.0,0.1,0
HSfi,HSfi,HS,HSf,,,,5.0,1.0,4.0,VP,,2.0,D4,60,80,19,31,35,34,5.0,M,0.13,1.88,45.146,4.5999999,11.38,29,79,68,58,36,50,5,1,0.0,0.0,1
PLeu,PLeu,PL,PLe,,,,1.0,1.0,2.0,P,,0.0,D6,100,150,5,25,37,38,5.0,F,1.62,1.92,0.21400002,6.6999998,0.40000001,7,22,56,17,17,89,0,8,0.0,0.1,1
RTeu,RTeu,RT,PDe,,,,,,,MW,,0.0,D6,100,150,8,50,31,19,9.0,M,1.72,1.7,0.133,6.5,0.20999999,9,9,50,20,20,92,0,2,0.0,0.0,1
LVha,LVha,LV,LVh,,,,0.0,0.0,0.0,MW,,0.0,D4,60,80,16,34,39,27,9.0,M,1.66,1.8099999,0.27000001,6.1999998,0.49000001,7,15,53,17,16,81,0,1,0.0,0.30000001,1
RTeu,RTeu,RT,PDe,,,,1.0,1.0,1.0,MW,,0.0,D2,20,40,3,43,41,16,9.0,M,1.5700001,1.64,0.50100005,5.8000002,0.47999999,10,9,50,10,9,78,6,1,0.0,0.0,0
GLti,GLti,GL,FLt,,,,1.0,1.0,4.0,I,,0.0,D5,80,100,7,28,30,42,3.0,F,0.94,1.95,2.04,4.0,1.1799999,15,20,27,66,34,80,21,39,0.0,1.4,2
FLskca,FLca,FL,FLc,,3.0,0.0,,,0.0,MW,,0.0,D3,40,60,5,40,40,20,9.0,M,1.47,1.71,0.47199997,8.1999998,0.50999999,8,16,74,38,40,97,0,8,11.9,0.89999998,1
CMdy,CMdy,CM,CMd,,,,,,,MW,,3.0,D3,40,60,14,43,26,31,5.0,M,1.29,1.86,0.57099998,5.0999999,0.54000002,10,15,38,9,4,28,51,1,0.0,1.6,1
PZrs,PZrs,PZ,PZf,,,,,,1.0,MW,,0.0,D2,20,40,43,73,20,7,11.0,C,1.24,1.38,1.424,5.4000001,1.0599999,13,6,86,4,2,19,52,1,0.0,0.0,0
ACkk,,AC,ACh,,18.0,0.0,,,0.0,MW,,0.0,D5,80,100,4,43,23,34,5.0,M,1.6,1.89,0.17200001,5.0999999,0.34,7,6,17,4,2,33,43,2,0.0,0.0,0
CRra ,CRra ,CR,GLi,,,,3.0,3.0,1.0,P,,0.0,D7,150,200,34,46,36,18,9.0,M,1.75,1.6799999,0.27599999,6.9000001,0.38999999,10,6,36,16,16,81,0,3,17.1,0.1,1
CMdy,CMdy,CM,CMd,,,,1.0,1.0,4.0,MW,,0.0,D3,40,60,23,51,39,10,9.0,M,1.48,1.48,0.50599998,5.4000001,0.52999997,11,7,60,4,3,44,40,2,0.0,1.6,1
FLca,FLca,FL,FLc,,0.0,0.0,,,0.0,MW,,0.0,D6,100,150,12,45,33,22,9.0,M,1.47,1.75,0.30899999,8.1000004,0.28,8,12,48,30,30,100,0,10,26.9,1.3,2
KScc,KScc,KS,KSk,,,,,,,MW,,0.0,D7,150,200,24,48,35,17,9.0,M,1.5,1.66,0.15000001,8.3999996,0.33000001,5,9,72,43,43,100,0,7,17.200001,6.5,5
ACgl,ACgl,AC,ACg,,,,,,,P,,0.0,D2,20,40,2,50,27,23,10.0,M,1.6799999,1.76,0.48800001,5.0999999,0.50999999,12,7,21,6,4,51,34,2,0.0,0.0,0
CMkkca,CMca,CM,CMc,,18.0,0.0,,,0.0,MW,,0.0,D5,80,100,16,42,37,21,9.0,M,1.5599999,1.73,0.29100001,8.3000002,0.41999999,8,13,57,48,48,98,0,6,19.1,2.7,0
UMcm,UMcm,UM,CMu,,,,,,,MW,,0.0,D7,150,200,35,51,30,19,9.0,M,1.4,1.7,0.41500002,5.5,0.57999998,9,10,73,7,5,45,60,1,0.0,3.7,1
CMdy,CMdy,CM,CMd,,,,1.0,2.0,2.0,MW,,0.0,D5,80,100,27,57,34,9,11.0,M,1.65,1.45,0.23199999,5.5999999,0.36000001,11,6,50,4,4,57,32,2,0.0,2.5,0
GLeu,GLeu,GL,GLe,,,,1.0,4.0,3.0,VP,,0.0,D6,100,150,11,22,50,28,5.0,M,1.49,1.8099999,0.34200001,7.1999998,0.57999998,6,15,55,22,22,99,0,5,2.0,0.1,2
CLha,CLha,CL,CLh,,0.0,0.0,,,0.0,MW,,0.0,D5,80,100,20,46,34,20,9.0,M,1.5,1.71,0.245,8.3999996,0.38,7,12,57,49,49,100,0,15,25.6,1.4,2
FLeu,FLeu,FL,FLe,1.0,0.0,0.0,,,,,163.0,0.0,D1,0,20,19,37,32,31,5.0,M,1.4,1.86,1.316,6.0999999,1.0700001,12,19,53,17,17,82,0,2,0.0,0.60000002,2
CMca,CMca,CM,CMc,,,,1.0,1.0,4.0,MW,,0.0,D6,100,150,12,42,38,20,9.0,M,1.53,1.71,0.257,8.3000002,0.37,8,13,60,50,50,98,0,15,18.6,6.4000001,1
LPrz,LPrz,LP,LPk,,,,4.0,1.0,1.0,I,,0.0,D2,20,40,35,36,36,28,5.0,M,1.4299999,1.8200001,1.878,7.9000001,1.74,11,17,28,29,29,95,0,1,38.200001,0.5,3
CLkk,CLha,CL,CLh,,1.0,0.0,,,0.0,MW,,0.0,D5,80,100,20,46,34,20,9.0,M,1.5,1.71,0.245,8.3999996,0.38,7,12,57,49,49,100,0,15,25.6,1.4,2
GLdy,GLdy,GL,GLd,,,,1.0,3.0,4.0,VP,,0.0,D2,20,40,10,33,36,31,5.0,M,1.22,1.85,1.074,5.0,0.99000001,10,10,25,7,4,39,33,1,0.0,0.0,1
FRum,FRum,FR,FRu,,0.0,0.0,,,0.0,MW,,0.0,D3,40,60,17,35,15,50,3.0,F,1.03,2.02,1.4449999,5.0,1.0599999,13,7,8,2,2,18,19,2,0.0,0.0,0
CRha,CRha,CR,RGi,3.0,,,5.0,1.0,2.0,MW,22.0,0.0,D1,0,20,42,69,21,10,11.0,C,1.38,1.5,0.60500002,7.6999998,0.74000001,16,33,54,23,25,77,0,2,7.9000001,2.9000001,1
GLdy,GLdy,GL,GLd,1.0,,,1.0,1.0,1.0,VP,189.0,0.0,D1,0,20,2,26,26,48,3.0,F,1.13,2.0,0.83399999,5.8000002,1.87,11,29,38,8,14,43,39,1,0.0,0.0,1
CMdy,CMdy,CM,CMd,1.0,,,,,1.0,MW,169.0,0.0,D1,0,20,4,47,34,19,9.0,M,1.22,1.7,3.3209999,4.5999999,2.49,14,19,48,9,6,36,31,1,0.0,1.6,1
LVha,LVha,LV,LVh,,,,1.0,2.0,3.0,MW,,0.0,D2,20,40,13,31,44,25,9.0,M,1.58,1.78,0.61500001,6.0,0.74000001,9,15,51,14,13,79,0,1,0.0,0.1,1
CMeu,CMeu,CM,CMe,,,,1.0,3.0,,MW,,0.0,D5,80,100,26,47,32,21,9.0,M,1.5599999,1.73,0.28599998,7.0,0.47999999,8,14,75,21,20,94,0,3,3.4000001,2.5,1
KSha,KSha,KS,KSh,,,,1.0,1.0,,MW,,0.0,D2,20,40,13,36,41,23,9.0,M,1.49,1.75,1.0649999,7.0999999,1.11,10,19,72,24,24,96,0,1,7.1999998,0.1,0
CMcr,CMcr,CM,CMx,1.0,,,,,0.0,MW,165.0,0.0,D1,0,20,5,33,31,36,5.0,F,1.35,1.9,1.9299999,6.0999999,1.3200001,12,20,34,15,17,82,0,1,0.0,1.6,1
UMcm,UMcm,UM,CMu,,,,1.0,1.0,3.0,MW,,0.0,D6,100,150,34,55,34,11,11.0,M,1.45,1.52,0.34900001,6.0,0.54000002,8,11,85,11,9,70,0,1,0.0,6.3000002,0
AR,AR,AR,ARh,,,,,,,SE,,0.0,D3,40,60,6,88,7,5,12.0,C,1.63,1.28,0.2,5.8000002,0.23999999,10,2,26,2,1,51,6,3,0.0,0.30000001,0
CMcr,CMcr,CM,CMx,,,,1.0,1.0,,MW,,0.0,D4,60,80,21,33,26,41,3.0,F,1.42,1.95,0.55700004,6.1999998,0.61000001,10,15,48,17,17,90,0,2,0.0,2.8,0
RGdy,RGdy,RG,RGd,,,,2.0,2.0,3.0,MW,,0.0,D3,40,60,16,60,23,17,11.0,M,1.65,1.67,0.41500002,5.8000002,0.41,9,11,39,12,10,68,33,7,0.0,3.0,1
GLdy,GLdy,GL,GLd,,,,1.0,3.0,3.0,VP,,0.0,D5,80,100,11,23,41,36,5.0,F,1.3099999,1.9,0.226,5.1999998,0.50999999,8,14,38,10,6,52,32,1,0.0,0.0,0
ARqg,ARqg,AR,ARl,,,,,,,MW,,3.0,D4,60,80,5,85,7,8,12.0,C,1.54,1.4299999,0.18200001,5.6999998,0.25999999,8,2,16,3,2,73,2,4,0.0,1.0,0
SCfv,SCfv,SC,FLs,,19.0,0.0,,,0.0,MW,,0.0,D4,60,80,16,49,29,22,9.0,M,1.4,1.75,0.322,8.5,0.34,9,10,56,32,32,100,0,43,22.0,0.89999998,2
CMfgdy,CMdy,CM,CMd,1.0,8.0,,,,,MW,144.0,0.0,D1,0,20,17,44,36,20,9.0,M,1.25,1.71,2.6440001,5.1999998,2.3199999,13,18,31,9,6,37,27,1,0.0,1.6,1
LVha,LVha,LV,LVh,,,,1.0,2.0,3.0,MW,,0.0,D5,80,100,17,37,38,25,9.0,M,1.6799999,1.78,0.20999999,6.3000002,0.44999999,7,14,53,18,17,84,0,2,0.0,3.3,1
LVha,LVha,LV,LVh,,,,,,1.0,MW,,3.0,D4,60,80,14,34,36,30,5.0,M,1.66,1.84,0.29800001,6.0,0.49000001,7,17,52,15,14,75,0,2,0.0,0.30000001,1
VRgy,VRgy,VR,VRy,,,,,,,P,,3.0,D7,150,200,13,5,37,58,3.0,F,1.63,2.04,0.252,8.0,0.34999999,6,27,36,198,198,100,0,52,5.5,22.4,3
ANvi,ANvi,AN,ANz,,,,,,,MW,,0.0,D5,80,100,43,64,27,9,11.0,M,1.24,1.46,0.35499999,7.5,0.47999999,10,17,154,29,29,95,0,16,9.5,0.2,3
CMlefl,CMfl,CM,CMo,3.0,2.0,,,,,MW,33.0,0.0,D1,0,20,9,45,24,31,5.0,M,1.24,1.86,1.654,5.0999999,1.4,12,9,15,4,3,35,43,2,0.0,1.6,1
RTeu,RTeu,RT,PDe,,,,,,2.0,MW,,2.0,D3,40,60,6,45,36,19,9.0,M,1.64,1.7,0.22400001,5.9000001,0.27000001,9,10,52,14,13,82,13,1,0.0,0.0,0
RTeu,RTeu,RT,PDe,,,,1.0,4.0,1.0,MW,,0.0,D4,60,80,7,46,34,20,9.0,M,1.6799999,1.71,0.17999999,6.0999999,0.23999999,9,10,51,19,15,86,0,1,0.0,0.0,1
LVcr,LVcr,LV,LVx,,,,,,,MW,,0.0,D2,20,40,6,47,22,31,10.0,M,1.38,1.86,0.602,6.4000001,0.75,9,15,45,13,13,81,0,2,0.0,0.1,1
GLdy,GLdy,GL,GLd,3.0,,,3.0,3.0,4.0,VP,44.0,0.0,D1,0,20,2,37,34,29,5.0,M,1.13,1.83,2.247,4.9000001,1.87,11,15,25,8,7,36,39,1,0.0,0.0,1
PZal,PZal,PZ,PZh,,,,4.0,1.0,2.0,MW,,0.0,D2,20,40,17,69,25,6,11.0,C,1.25,1.3200001,2.694,4.6999998,1.33,24,16,85,6,1,10,84,1,0.0,0.0,0
SNha,SNha,SN,SNh,,,,0.0,0.0,0.0,MW,,0.0,D3,40,60,5,37,35,28,5.0,M,1.61,1.8200001,0.33499998,8.6000004,0.5,7,18,70,41,41,100,0,40,5.6999998,1.6,3
CMdy,CMdy,CM,CMd,,,,0.0,0.0,0.0,MW,,0.0,D2,20,40,21,43,36,21,9.0,M,1.36,1.73,1.22,5.3000002,1.02,11,12,43,6,4,32,41,1,0.0,1.3,0
CMdy,CMdy,CM,CMd,1.0,,,1.0,1.0,1.0,MW,144.0,0.0,D1,0,20,17,44,36,20,9.0,M,1.25,1.71,2.6440001,5.1999998,2.3199999,13,18,31,9,6,37,27,1,0.0,1.6,1
LVha,LVha,LV,LVh,,,,0.0,0.0,,MW,,0.0,D2,20,40,11,36,39,25,9.0,M,1.6,1.78,0.63099998,6.0,0.68000001,10,14,48,11,10,74,24,2,0.0,0.1,1
HSfi,HSfi,HS,HSf,1.0,,,,,3.0,VP,218.0,0.0,D1,0,20,11,27,38,35,5.0,F,0.44,1.89,37.339001,4.4000001,14.86,23,78,48,37,41,54,2,2,0.0,0.0,0
FLeu,FLeu,FL,FLe,,,,1.0,1.0,2.0,MW,,0.0,D5,80,100,13,42,40,18,9.0,M,1.46,1.6799999,0.62699997,7.4000001,0.98000002,8,13,78,22,21,93,0,2,2.5999999,0.89999998,2
AR,AR,AR,ARh,,,,,,,SE,,3.0,D5,80,100,13,87,8,5,12.0,C,1.62,1.28,0.11799999,5.9000001,0.18000001,7,3,54,3,3,77,6,3,0.0,1.3,0
CLkk,CLha,CL,CLh,,1.0,0.0,,,0.0,MW,,0.0,D4,60,80,19,31,36,33,5.0,M,1.49,1.87,0.25799999,8.3999996,0.44,8,24,58,49,49,100,0,2,26.1,1.1,2
FRha,FRha,FR,FRh,,,,,,,MW,,0.0,D4,60,80,5,34,16,50,3.0,F,1.3099999,2.02,0.51899999,5.0999999,0.61000001,9,6,8,3,2,19,44,2,0.0,0.0,0
CRha,CRha,CR,RGi,,,,4.0,4.0,1.0,MW,,0.0,D7,150,200,24,49,33,18,9.0,M,1.58,1.6799999,0.226,7.5999999,0.47,9,13,75,39,39,97,0,12,8.0,2.3,3
LVha,LVha,LV,LVh,,,,1.0,2.0,1.0,MW,,0.0,D4,60,80,14,34,36,30,5.0,M,1.66,1.84,0.29800001,6.0,0.49000001,7,17,52,15,14,75,0,2,0.0,0.30000001,1
CMkkeu,,CM,CMe,,18.0,0.0,,,0.0,MW,,0.0,D7,150,200,31,54,33,13,11.0,M,1.71,1.5700001,0.12799999,7.0999999,0.38999999,10,8,62,15,15,94,0,3,10.5,3.7,1
LVfr,LVfr,LV,LVf,,,,,,,MW,,3.0,D6,100,150,3,26,39,35,5.0,F,1.67,1.89,0.20100001,6.3000002,0.30000001,9,15,44,11,11,80,0,2,0.0,2.7,2
LVcc,LVcc,LV,LVk,,,,1.0,1.0,3.0,MW,,0.0,D3,40,60,7,43,30,27,9.0,M,1.61,1.8099999,0.38099998,7.3000002,0.54000002,8,21,72,29,29,94,0,2,5.4000001,0.1,1
CMlekkdy,CMdy,CM,CMd,3.0,1.0,2.0,2.0,1.0,,MW,38.0,0.0,D1,0,20,17,44,36,20,9.0,M,1.25,1.71,2.6440001,5.1999998,2.3199999,13,18,31,9,6,37,27,1,0.0,1.6,1
CMca,CMca,CM,CMc,,,,,,,MW,,0.0,D7,150,200,27,29,40,31,5.0,M,1.62,1.85,0.10700001,8.1999998,0.44999999,6,16,57,58,58,100,0,20,16.700001,12.5,4
ACle,ACha,AC,ACh,3.0,2.0,,,,,MW,33.0,0.0,D1,0,20,11,59,18,23,10.0,M,1.37,1.77,1.204,5.0999999,1.03,12,7,17,4,3,43,20,2,0.0,0.0,0
KSle,KSha,KS,KSh,3.0,2.0,,,,,MW,43.0,0.0,D1,0,20,9,37,40,23,9.0,M,1.51,1.76,1.706,6.5999999,1.63,11,19,62,19,24,96,0,2,0.0,0.1,0
FLeu,FLeu,FL,FLe,,,,3.0,2.0,3.0,MW,,0.0,D5,80,100,2,36,42,22,9.0,M,1.4,1.74,0.43899998,7.4000001,0.55000001,8,17,77,20,20,89,0,2,5.3000002,0.89999998,2
LVgl,LVgl,LV,LVg,,,,2.0,0.0,1.0,P,,0.0,D5,80,100,3,27,43,30,5.0,M,1.73,1.84,0.204,6.1999998,0.41999999,5,18,58,18,17,86,0,7,0.0,0.2,2
SNducc,SNcc,SN,SNk,,9.0,0.0,,,0.0,MW,,0.0,D6,100,150,18,49,27,24,10.0,M,1.59,1.78,0.152,8.6000004,0.25,6,18,82,51,51,100,0,53,11.2,1.7,4
AN,AN,AN,ANh,,,,,,,MW,,0.0,D7,150,200,31,59,35,6,11.0,M,1.54,1.3200001,1.143,5.6999998,0.41,8,9,97,7,4,27,9,2,0.0,0.0,0
CMdy,CMdy,CM,CMd,,,,,,1.0,MW,,2.0,D2,20,40,20,47,43,10,9.0,M,1.3099999,1.48,1.028,5.1999998,0.82999998,13,9,58,5,3,36,44,1,0.0,1.3,1
CMdy,CMdy,CM,CMd,,,,4.0,1.0,1.0,MW,,0.0,D5,80,100,28,46,34,20,9.0,M,1.49,1.71,0.412,5.4000001,0.55000001,9,10,46,6,4,35,45,2,0.0,4.9000001,0
LPkkmo,LPmo,LP,LPm,,18.0,0.0,,,0.0,I,,0.0,D2,20,40,33,37,28,35,5.0,F,1.29,1.9,1.2260001,7.4000001,1.26,10,32,61,29,28,84,0,1,5.9000001,0.5,2
PZrs,PZrs,PZ,PZf,2.0,,,2.0,3.0,,SE,39.0,0.0,D1,0,20,49,80,15,5,12.0,C,1.11,1.27,4.7179999,4.9000001,2.4100001,20,23,76,10,2,26,26,2,0.0,0.0,0
ARca,ARca,AR,ARc,1.0,,,2.0,1.0,1.0,SE,71.0,0.0,D1,0,20,15,94,4,2,12.0,C,1.54,0.97000003,0.63300002,8.3999996,0.31,10,4,50,13,13,99,0,2,4.4000001,0.1,0
CRcm,CRcm,CR,CMi,,,,1.0,1.0,4.0,MW,,2.0,D4,60,80,30,38,46,16,9.0,M,1.1799999,1.63,2.513,6.1999998,1.09,11,11,61,11,10,78,0,2,0.0,2.7,0
LPli,LPli,LP,LPq,4.0,,,4.0,1.0,,I,10.0,0.0,D1,0,20,20,53,31,16,11.0,M,1.37,1.64,2.714,6.6999998,1.5,12,17,35,27,10,64,0,3,0.0,0.30000001,1
LVab,LVab,LV,LVa,,,,4.0,4.0,1.0,MW,,0.0,D4,60,80,11,40,35,25,9.0,M,1.64,1.79,0.29100001,6.3000002,0.38999999,9,16,62,17,18,91,0,1,0.0,0.30000001,1
ACsk,ACha,AC,ACh,,20.0,0.0,,,0.0,MW,,0.0,D7,150,200,22,47,17,36,8.0,F,1.4400001,1.91,0.22,5.0,0.30000001,9,5,13,4,2,30,38,2,0.0,0.0,0
FRha,FRha,FR,FRh,,,,,,,MW,,3.0,D6,100,150,15,32,23,45,3.0,F,1.49,1.98,0.28,5.5,0.40000001,8,5,8,3,1,16,60,2,0.0,0.0,0
PLeu,PLeu,PL,PLe,,,,1.0,1.0,3.0,P,,0.0,D4,60,80,4,19,43,38,4.0,F,1.61,1.91,0.44099998,5.4000001,0.41,8,20,47,15,15,82,11,2,0.0,0.0,0
GLeu,GLeu,GL,GLe,,0.0,0.0,,,0.0,VP,,0.0,D5,80,100,10,35,35,30,5.0,M,1.63,1.84,0.47600001,7.0999999,0.61000001,7,12,37,19,16,93,0,1,7.8000002,0.1,2
RGeu,RGeu,RG,RGe,,,,2.0,1.0,,MW,,0.0,D4,60,80,32,54,30,16,11.0,M,1.59,1.64,0.31800002,7.6999998,0.46000001,10,12,73,25,23,98,0,7,2.5999999,1.1,2
PZal,PZal,PZ,PZh,,,,3.0,1.0,,MW,,0.0,D7,150,200,26,68,26,6,11.0,C,1.85,1.3200001,0.098999999,5.6999998,0.31999999,7,3,56,4,4,68,10,1,0.0,0.0,0
VRha,VRha,VR,VRe,,,,0.0,0.0,0.0,P,,3.0,D3,40,60,4,12,30,58,3.0,F,1.83,2.05,0.81199998,7.3000002,0.93000001,9,41,67,47,46,98,0,3,2.0,0.89999998,1
CRha,CRha,CR,RGi,,,,3.0,3.0,2.0,MW,,2.0,D6,100,150,23,24,58,18,7.0,M,1.4,1.66,1.374,6.9000001,0.95999998,17,14,51,18,18,77,0,10,8.3999996,2.5,1
VRha,VRha,VR,VRd,1.0,0.0,0.0,,,0.0,P,199.0,3.0,D1,0,20,3,21,26,53,3.0,F,1.59,2.03,1.8959999,5.6999998,1.2,15,34,46,14,14,40,5,2,0.0,0.69999999,0
CRcm,CRcm,CR,CMi,,,,1.0,1.0,,MW,,2.0,D5,80,100,32,40,45,15,9.0,M,1.17,1.61,1.2180001,6.3000002,1.17,11,9,67,11,10,92,0,2,0.0,2.5,0
CLha,CLha,CL,CLh,,0.0,0.0,,,0.0,MW,,0.0,D4,60,80,20,35,37,28,5.0,M,1.49,1.8200001,0.38499999,8.3999996,0.52999997,8,13,51,54,54,100,0,23,33.900002,1.1,2
